	SEQ.1	SEQ.2	SEQ.3	SEQ.4	SEQ.5	SEQ.6	SEQ.7	SEQ.8	SEQ.9	SEQ.10	SEQ.11	SEQ.12	SEQ.13	SEQ.14	SEQ.15	SEQ.16	SEQ.17	SEQ.18	SEQ.19	SEQ.20	SEQ.21	SEQ.22	SEQ.23	SEQ.24	SEQ.25	SEQ.26	SEQ.27	SEQ.28	SEQ.29	SEQ.30	SEQ.31	SEQ.32	SEQ.33	SEQ.34	SEQ.35	SEQ.36	SEQ.37	SEQ.38	SEQ.39	SEQ.40	SEQ.41	SEQ.42	SEQ.43	SEQ.44	SEQ.45	SEQ.46	SEQ.47	SEQ.48	SEQ.49	SEQ.50	SEQ.51	SEQ.52	SEQ.53	SEQ.54	SEQ.55	SEQ.56	SEQ.57	SEQ.58	SEQ.59	SEQ.60	SEQ.61	SEQ.62	SEQ.63	SEQ.64	SEQ.65	SEQ.66	SEQ.67	SEQ.68	SEQ.69	SEQ.70
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	3	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Other;f__Other	11	111	38	16	22	9	1	17	6	3	49	152	30	23	118	31	49	31	9	13	30	5	51	44	44	2	32	46	43	22	7	4	26	53	423	408	121	735	106	1	192	323	37	72	46	34	43	21	13	15	9	70	49	131	31	39	31	54	33	149	13	14	21	17	3	598	15	13	8	139
k__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	0	0	1	1	38	0	0	0	1	0	3	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Salinicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae	0	80	1	17	0	6	0	0	0	0	1	1	7	0	0	1	0	0	0	0	0	1	41	0	4	52	6	0	2	0	0	0	2	0	21	0	23	18	0	0	224	36	804	284	114	80	0	7	0	0	0	0	1	0	585	2	128	184	30	11	0	1	0	7	0	26	1698	0	65	48
k__Bacteria;p__Firmicutes;c__Other;o__Other;f__Other	0	5	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0	2	5	0	0	0	0	1	0	0	0	0	2	0	3	0	1	0	0	0	0	1	0	8	1	1	0	1	0	0	0	0	1	2	0	1	0	7	0	1	2	0	0	21	0	0	1	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae	116	3598	11	1	763	4910	0	5	31	157	4394	183990	62	12901	57337	1396	31803	3	34	18	1640	24	746	1298	401	82	865	75	485	39	14562	8585	1869	368	248	7227	13063	114	8876	34	4686	5517	7262	19955	39500	995	657	6874	9	72	5427	92	8823	4786	27	4066	8	154	563	72	607	249	4220	44	0	38643	762	3	1063	37888
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	21	0	0	0	0	0	0	0	0	7	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae	0	0	41	1	3	0	0	8	300	0	0	0	16	0	17	0	0	0	1	2	1	8	0	0	0	1	0	0	13	1	0	3	0	582	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	105	0	0	8	0	0	263	2	3	31	0	0	1	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae	0	123	0	0	1	0	0	0	0	0	125	0	1	0	0	0	95	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	506	11	0	0	0	0	1	225	1	0	0	9	0	1	3	0	0	281	0	0	0	0	3	0	0	0	1	0	0	120	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	173900	463050	98728	76401	185832	132509	58650	168548	126543	202495	310244	161562	173145	325134	86042	250508	89862	112122	165366	95339	263909	61724	235859	183012	324498	368379	285934	314433	265662	392967	38304	74754	30894	37480	5733	1297	511147	5929	257447	443994	220112	7531	368175	434623	1039	529144	485678	569056	220201	189929	340897	285075	184865	177549	329216	324831	261217	200468	276165	128675	259219	568507	543187	74822	92524	271809	275154	101441	242729	46246
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Other	5	5	3	2	7	3	1	3	3	5	13	0	5	3	3	1	8	2	4	3	2	5	5	6	4	12	1	5	3	2	1	3	0	0	0	0	24	1	5	5	1	0	5	15	0	4	10	25	8	5	3	2	7	15	8	2	2	4	5	5	5	15	8	0	1	5	7	2	3	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae	1	0	0	0	1	1	0	13	0	4	9	0	0	0	1	0	0	0	1	11	26	0	0	2	1	2	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	6	8	7	0	0	0	0	1	26	0	22	0	0	11	1	0	2	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae	464	26	407	229	279	697	140	280	42	13	333	0	614	0	54	49	109	1431	304	693	866	469	436	1189	1067	34	808	594	1153	248	0	996	37	150	0	0	0	0	4	28	0	0	6	64	0	295	23	0	732	1106	40	75	662	1	375	68	237	261	482	14	735	17	1481	168	536	209	12	761	0	110
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	1371	43	1897	232	654	715	111	302	612	2811	510	0	333	52	37	52	113	1209	159	1038	130	664	171	682	1034	196	4265	92	4668	39	420	41094	201	141	0	0	0	0	35	4	0	0	3	1	0	786	55	252	1060	323	1620	159	21467	0	146	695	158	1631	345	1	219	7	210	554	181	18	1367	1363	71	219
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Other	109	1	67	30	93	7	42	95	37	13	118	9	344	69	41	79	11	238	131	116	66	88	19	9	20	13	49	50	77	9	0	1552	12	12	0	0	0	4	5	12	0	0	0	91	0	50	21	2	77	105	54	23	129	1	47	25	35	19	47	10	33	3	36	64	23	5	32	53	4	6
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	51053	149	37045	16683	46174	115	24205	39545	18211	1500	7480	39	161169	166	28502	2123	204	227271	79997	50679	56213	84439	3032	4539	12797	1145	15801	7827	39571	1814	244	1787	24	5050	132	0	5	52	798	606	21	0	176	339	0	289	364	42	46563	39800	14596	9094	59503	530	1152	9488	8699	10942	5055	2281	3113	114	3278	51466	5225	44	14744	17569	38	325
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Other;f__Other	3158	6391	1812	1392	3120	1419	943	3124	2195	2712	4559	1608	5212	4077	1774	4190	2954	5161	4430	2828	4252	2149	3237	2783	3818	5021	4554	4735	4878	5120	575	3377	443	1019	95	25	2920	421	2789	5328	2904	97	4702	6812	326	8347	7033	5928	4388	3920	5580	5352	3937	1296	3943	4554	3825	3705	6237	1973	4591	7333	7112	1923	1225	3190	3617	1145	3101	649
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae	0	0	9	0	0	1	0	6	11	19	0	0	1	0	198	0	544	0	0	0	22	0	0	1	0	7	0	4	5	1	0	0	0	2	0	0	0	0	1	4	0	0	7	0	0	93	0	0	1	0	0	0	2	0	2	0	4	285	102	0	0	1	6	3909	1	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Other	35	111	14	26	46	68	18	84	33	12	103	81	88	189	86	217	427	60	39	63	162	21	147	84	130	64	299	347	89	142	7	16	2	22	4	6	230	2	116	92	10	14	333	398	125	10	54	25	33	94	42	187	46	16	22	97	186	200	117	0	23	1	14	54	13	884	100	118	1	39
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae	17905	28878	4333	10075	26911	22045	7838	17895	17980	4074	27221	49957	39225	238135	22614	88525	243451	8818	23547	17912	62836	3821	73229	33481	68650	20141	166066	167981	43834	71519	2563	5991	166	11841	845	334	38229	322	51059	46873	5640	2329	104911	118709	19384	1283	41962	6808	22026	24019	30980	101246	27607	2126	10912	87284	108249	102954	39726	606	14875	840	2741	38331	797	33868	70640	2795	884	23385
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	9	0	485
k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Christensenellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Other;o__Other;f__Other	11	1	4	0	1	1	0	23	9	5	4	0	11	0	6	2	17	11	38	8	5	14	1	36	2	38	6	3	6	2	0	0	0	8	1	0	2	0	0	0	1	3	2	1	2	1	2	1	10	13	3	7	14	0	10	8	0	8	46	1	35	0	0	3	3	4	0	2	50	4
k__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae	289	0	3192	195	129	145	7094	152	298	491	3107	0	1280	0	1362	201	19678	15	146	125	221	1435	30	200	51	57	55	12	24446	68	0	0	0	2919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	29593	288	24965	14454	0	481	0	59	24645	13681	72	164	0	0	6123	113	0	26	1510	1117	54
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae	5148	14	6242	1202	2626	2378	5462	24111	12397	7262	136	169	17552	120	1172	349	125	4400	15165	13023	477	11014	393	1963	3410	227	663	250	2852	180	272	80	84	4450	0	0	14	8	62	6	0	0	42	6	0	11	23	0	3890	1834	518	1131	8459	16	353	949	311	1582	367	56	70	126	155	18569	536	163	1873	3455	617	177
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Other;f__Other	32	0	8	41	10	16	5	60	18	17	20	0	25	0	14	4	0	20	29	25	21	24	9	53	7	36	1	1	2	2	7	0	0	23	3	0	0	0	1	0	0	5	0	0	0	3	0	0	14	3	78	1	2	0	3	1	0	1	0	1	23	0	0	170	35	0	8	57	0	5
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae	49473	30	5335	49744	12994	11311	3851	52537	26478	9575	29217	0	45351	72	2254	5502	30	5686	34594	43000	31361	9097	9866	98386	7444	73127	604	3392	3721	1088	18	3	14	27692	2278	0	24	4	118	195	234	18741	136	20	0	30	28	40	18123	623	20165	1201	3023	0	5552	280	344	665	213	5080	44131	31	78	23125	22567	0	13846	1105	76	11738
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae	0	0	0	0	0	0	81	0	0	0	81	0	651	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae	0	0	3	0	0	0	0	1	0	1	2839	0	2064	0	2710	0	1	0	7	3	0	4	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	73	0	0	1	0	14	0	0	0	23	0	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Other	0	0	0	0	0	0	0	0	0	0	4	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2
k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	61071	31245	24514	40181	80847	102536	25420	7533	34190	32805	1403	21467	4690	3030	1196	17213	17911	607	51967	8989	16231	2105	15876	5510	29064	13264	10997	1193	5674	2594	251702	0	480	8966	0	0	84	108	265	577	9	0	914	2268	12	221	2487	8	11925	15762	46847	7386	20677	2798	24021	1227	2024	16691	2091	342	10238	951	227	39724	822	49	24307	426	16754	2967
k__Bacteria;p__Other;c__Other;o__Other;f__Other	7205	7541	8818	10384	9786	9755	5634	10111	7736	8764	5939	2020	7619	5833	5757	8838	10508	7611	7759	8937	8313	7934	8719	8184	8106	7392	9328	10174	8460	8610	10025	8027	6000	9379	6884	3014	4742	4117	7091	7711	7443	3527	7207	8873	5390	7697	7665	5952	8980	6550	7446	8437	8141	10073	5889	7205	7292	8898	8137	4521	8527	5499	5696	10076	9130	13812	6836	8034	8005	7129
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	10	0	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Other;f__Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	4	0	0	0	1	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	10408	26690	11605	19151	10522	3439	57956	6048	17138	18085	1120	1	1408	0	162	134	0	10291	7093	5054	5878	10394	279	1623	1028	2328	1841	86	2557	911	75	0	549	17217	0	155	0	1	0	121	0	203	75	139	0	0	0	0	4160	499	3614	168	9032	12	265	80	182	318	152	2229	555	7	3	10000	223	3	2657	10575	34	105
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Other	4	4	3	1	9	3	6	1	7	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	5	350	406	0	0	33567	2	1	732	11	48325	4089	11	3889	12630	257	70802	1	7522	0	791	902	787	6558	74	1176	4971	0	6202	14	299821	17897	340997	16910	1032	1404	61736	556	10964	3	69846	4021	0	31689	523791	8790	1	18081	0	251	366	2914	7115	36789	1	2	2	593	9189	62	6324	723	18092	367	140	35	5	203992	1596	223294
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Other	0	1	0	0	0	25	0	0	5	0	32	5	0	0	9	1	73	2	7	1	1	2	1	3	0	1	10	0	15	0	254	10	1094	17	0	1	52	2	11	0	67	3	0	26	343	15	0	29	0	0	0	3	10	17	0	0	0	0	7	0	3	1	13	1	0	22	1	127	1	573
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	570	0	0	0	11	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	6	0	11
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae	320	0	349	0	0	0	615	1392	25004	0	447	0	807	0	3904	73	0	444	3737	4296	0	400	0	41	4464	0	8	0	523	0	0	0	0	13488	0	0	0	0	0	0	0	0	2	0	0	0	0	0	136	2958	0	2353	212	0	0	31	0	3119	350	0	0	0	0	951	222	157549	344	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Other;f__Other	9	2	8	2	3	43	1	1	31	1	49	6	1	3	3	0	96	1	4	8	5	8	2	4	0	1	19	0	52	0	531	35	2660	42	3	1	27	1	38	0	53	1	0	74	543	26	0	49	0	0	0	1	16	23	0	0	0	7	5	1	21	0	27	2	0	50	1	92	5	1764
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0	7	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	137	1	96	0	0	0	0	9	0	0	0	0	0	17	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	61	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	3	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	5	0	5	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Other;o__Other;f__Other	2	0	0	0	1	0	0	0	2	0	1	4	0	1	1	0	7	0	0	1	0	4	0	0	0	0	1	0	1	0	5	16	29	3	0	2	0	0	0	0	3	0	0	0	40	2	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	3	0	0	0	1	1	497
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	1	0	0	0	0	0	14	0	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
