	SEQ.1	SEQ.2	SEQ.3	SEQ.4	SEQ.5	SEQ.6	SEQ.7	SEQ.8	SEQ.9	SEQ.10	SEQ.11	SEQ.12	SEQ.13	SEQ.14	SEQ.15	SEQ.16	SEQ.17	SEQ.18	SEQ.19	SEQ.20	SEQ.21	SEQ.22	SEQ.23	SEQ.24	SEQ.25	SEQ.26	SEQ.27	SEQ.28	SEQ.29	SEQ.30	SEQ.31	SEQ.32	SEQ.33	SEQ.34	SEQ.35	SEQ.36	SEQ.37	SEQ.38	SEQ.39	SEQ.40	SEQ.41	SEQ.42	SEQ.43	SEQ.44	SEQ.45	SEQ.46	SEQ.47	SEQ.48	SEQ.49	SEQ.50	SEQ.51	SEQ.52	SEQ.53	SEQ.54	SEQ.55	SEQ.56	SEQ.57	SEQ.58	SEQ.59	SEQ.60	SEQ.61	SEQ.62	SEQ.63	SEQ.64	SEQ.65	SEQ.66	SEQ.67	SEQ.68	SEQ.69	SEQ.70
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ	6	43	28	5	0	33	0	0	2	38	17	0	27	0	6	20	17	8	5	17	16	6	2	13	0	20	3	7	16	3	0	1398	0	0	0	0	0	0	15	13	39	0	2	0	0	28084	21	2339	40	33	28	19	24	0	90	7	7	19	15	12	34	78	63	1	9	15	13	0	30	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	1	127	0	134	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus	0	0	0	0	0	0	0	0	0	0	92	0	0	0	23	3	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0	0	201	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea	1	0	0	0	5	0	0	0	0	0	7	0	11	9	11	0	0	0	10	0	2	0	0	0	0	0	2	5	19	12	0	0	0	0	0	0	26	0	0	4	0	0	0	0	0	0	0	3	136	0	0	0	0	3	0	0	2	0	7	24	9	0	0	16	0	0	0	0	0	4
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	2294	656	1939	900	0	0	0	46	0	1	5052	0	9225	0	6709	12434	28532	9499	0	5217	0	930	19	0	0	6	8252	7625	14362	6864	0	0	0	14601	68	0	16	2213	45090	12	0	0	0	84	0	9	28	39	20471	3	682	0	4717	0	2	14475	28	24853	13714	3004	13052	0	0	10011	0	20	0	0	10	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0	0	28	18	9	0	0	0	0	0	0	0	28	0	0	0	0	0	0	30	0	0	0	0	0	34	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	11	0	11	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massilicoli	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter	9	14	0	0	0	0	0	0	0	0	6	0	0	0	0	6	17	0	0	0	6	0	0	0	0	0	0	2	25	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	7	2	0	9	5	0	9	0	0	4	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other	20	115	446	90	14	32	1	3	16	39	31	0	156	36	26	56	41	105	2	141	29	90	14	89	48	27	11	14	1581	36	0	5	0	15	0	0	7	216	46	13	0	0	1	10	0	95	1	2	45	218	14	11	1832	12	33	1299	7648	1181	66	27	27	19	141	73	10	1	3	11	28	1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Traorella	0	7	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	9	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Bissell_p1_metabat2_high_PE.006.contigs]	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	14	175	17	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Burrito_p2_metabat2_high_PE.034.contigs]	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	16	89	12	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Elaine_p2_metabat2_high_PE.023.contigs]	0	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	32	0	0	25	127	47	1	0	0	0	0	5	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Kenny_p2_metabat2_high_PE.022.contigs]	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	39	0	0	20	134	13	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Kit_p2_metabat2_high_PE.035.contigs]	0	0	13	1	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	2	0	0	0	0	9	0	0	0	39	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	10	0	0	45	0	0	41	207	44	0	12	0	0	0	6	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Michael_p1_maxbin2_low_prob.031.contigs]	0	0	2	2	0	0	0	0	2	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	8	6	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Peterbilt_p2_metabat2_high_PE.046.contigs]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	13	59	5	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Scrappy_p2_maxbin2_low_prob.025.contigs]	399	16	91	39	38	88	0	52	136	134	30	0	36	58	19	275	31	22	56	63	126	13	106	218	380	102	224	129	168	194	0	0	38	17	0	0	374	9	51	228	0	0	52	201	0	21	11	0	103	13	160	66	120	0	317	447	129	186	94	35	0	22	285	19	54	7	284	6	0	6
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Shorty_p1_metabat2_high_PE.005.contigs]	0	0	20	3	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	1	0	0	0	7	0	0	0	0	56	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	60	0	0	45	234	34	1	0	0	0	0	4	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Skinner_p2_metabat2_low_PE.014.contigs]	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	41	0	0	25	159	33	5	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Erysipelotrichaceae_Stewie_p2_metabat2_high_PE.007.contigs]	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	24	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	39	0	0	18	169	29	3	3	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Other;g__Other	13	8	11	27	2	8	1	8	6	4	26	0	42	28	57	74	137	30	1	32	5	1	35	4	24	2	24	52	71	48	0	0	8	50	9	0	0	3	117	0	0	3	2	3	0	16	2	0	95	11	1	11	23	6	44	87	10	84	105	21	38	0	9	47	2	1	6	4	5	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter	586	955	0	0	1392	1	0	495	872	8	3255	75	515	2207	693	5	49	78	21	124	324	51	0	628	447	0	1	81	9	32	0	0	20	0	9404	0	3930	0	2318	0	8	0	253	3424	492	0	0	98	0	0	239	146	0	0	0	40	0	8765	906	0	340	0	2886	11	0	11508	177	0	0	1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0	4	0	0	0	0	0	0	12	0	482	0	0	0	14	1	15821	0	0	0	0	0	0	0	0	0	666	0	0	0	4385	0	87	8	268	0	0	652	8695	0	0	0	0	2614	2644	7	1	344	0	0	0	0	7	0	0	0	11	482	14	135	0	0	0	0	0	1033	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	1	1	0	0	43	0	0	0	0	0	0	497	16	0	0	0	0	39	0	1125	0	3	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	205	0	0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B	5	3	1	0	0	0	0	0	1	0	494	200048	0	0	4912	0	1	0	0	0	0	2	0	0	0	0	942	0	0	0	353	4914	2416	465	10	25473	50	28808	20985	0	28	1	1	27	0	21163	1	1726	0	0	29	7	42311	1	2	2117	24	45	4522	46	25	0	0	1907	0	68	22	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	232	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D	0	0	0	0	0	0	0	0	1	0	482	120	17	0	0	23	0	0	0	0	0	0	0	0	0	0	33	1	0	0	0	0	0	0	0	340	0	728	6862	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	367	0	735	1	13	0	0	0	11	0	0	0	0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	126	0	0	0	0	0	0	0	1	0	40	0	0	0	0	0	0	0	1	0	0	37	0	0	0	0	0	0	0	1	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Other	0	6	0	0	0	1	0	0	1	0	12	1671	2	1	42	2	55	0	0	0	0	1	1	2	3	0	40	0	1	0	79	34	36	7	4	305	0	373	513	0	0	1	0	23	7	539	14	40	2	0	0	3	207	2	1	53	2	14	50	2	34	1	0	17	0	15	1	0	0	1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Fructilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28	1	0	0	0	0	0	0	0	0	12	0	0	608	0	0	0	1025	0	0	0	0	5961	6	0	0	0	8	2	0	0	0	40	0	0	0	0	0	6448	28	0	0	0	0	103	1	0	0	0	0	0	0	0	0	105
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	74	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1153	0	0	39042	0	0	0	0	3	0	0	0	0	3	47	0	0	1	0	12041	45	16	0	0	0	56342	0	0	0	100	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	1	0	3	0	0	1	1	0	2	8	0	0	0	0	604	4	4	0	0	186	0	0	1	0	25	225	19	0	0	8	2	0	21	0	58	0	0	19793	2	0	0	0	1	1	0	36	1	48	89	0	4	0	0	11036	2	13	0	0	11	51	1	26	1	82	0	6	1	0	0	49
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus	0	0	0	1	40	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	112	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	213	0	1	0	0	0	0	0	37	0	0	4	26	0	0	0	0	69	1	0	0	0	0	0	14	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc	0	0	0	0	6	0	0	0	0	0	24	1	1	0	0	261	247	0	0	0	0	0	7	10	0	0	33	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	4	43	0	19	0	0	0	0	18	4	0	1	1	0	2	0	0	278	0	0	0	0	0	0	0	0	0	17344
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	519	0	0	43169	0	0	0	0	23	0	0	0	0	0	108	0	0	0	0	77944	40	4	3	0	0	176	0	0	0	339	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus	0	0	1	0	0	0	0	59	0	0	230	0	1	0	19099	17	0	0	0	0	0	0	2	0	27	48	13	5	0	26	0	0	0	0	3	0	0	434601	1	0	9	0	0	0	0	1	0	0	0	0	0	0	43	0	0	0	0	17	68	4	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus	0	0	1	1	0	0	0	0	1	0	0	0	0	0	152	88	2	0	0	0	0	0	0	0	1	29	42	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	3	1	0	0	0	186	0	18	0	1	0	0	0	0	0	1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Liquorilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Loigolactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Other	0	0	0	1	7	6	4	2	1	0	10	0	2	0	31	27	67	3	0	2	0	0	47	2	7	11	7	2	64	0	0	0	59	11	73	0	1	9361	27	2	0	0	24	20	0	1	1	5	8	0	12	22	1	5848	50	11	0	4	2	10439	2	9	0	35	0	4	5	0	1	418
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella	0	0	0	1	0	1	0	0	0	0	119	0	0	0	24	13	71	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	874	0	0	0	0	10	0	0	5	0	0	3	0	0	0	0	0	0	20	0	0	0	90	0	1	0	0	195	0	0	0	0	0	20	0	0	0	75
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Brochothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	22	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Other;g__Other	0	36	112	3	0	8	0	53	8	0	22	2688	7	2	273	5	67	0	0	1	0	1	9	7	2	0	105	3	156	2	33	29	585	223	1003	1756	16	2192	816	0	555	4550	23	25	111	208	27	39	14	21	3	213	118	819	23	51	1	18	44	648	33	43	1	43	0	139	10	0	9	543
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0	0	0	0	2	1	1	0	0	0	97	1	0	7	1	25	3480	0	0	5	0	0	0	0	6	0	76	48	4140	7	0	0	0	15	0	0	140	38	42929	0	70	10	61	15	0	0	0	0	0	1	0	4037	0	47	337	0	50	541	1	18	0	4	0	1131	0	0	2	0	29	14
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus_A	0	0	0	0	1	13	0	0	3	0	9	0	0	0	0	18	62	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	11	0	3	0	0	2	204	13	2	0	0	1	0	0	1	0	0	0	3	17	0	472	2	0	0	1	0	0	0	1	0	0	0	2	0	0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Other	0	2	9	1	2	1	0	6	0	0	15	0	0	2	7	0	63	0	0	0	0	0	0	0	0	0	18	0	163	2	0	0	68	60	277	303	7	2	386	0	159	348	6	0	31	1	0	0	5	2	0	191	0	252	14	0	3	0	1	14	0	3	0	42	0	18	1	0	3	81
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0	59	26525	162	1	2430	1	7336	1636	44	551	6	211	157	199172	233	69	1	0	6	1	2	982	190	20	61	6412	149	2880	25	4259	184	68449	90557	584276	595613	549	2404	486	128	325917	587691	209	647	45895	773	651	457	651	15371	2	55	529	120713	1001	44	275	8	770	31153	14452	24579	35	601	0	81611	60	12	2434	156015
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	3	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Other;f__Other;g__Other	11	111	38	16	22	9	1	17	6	3	49	152	30	23	118	31	49	31	9	13	30	5	51	44	44	2	32	46	43	22	7	4	26	53	423	408	121	735	106	1	192	323	37	72	46	34	43	21	13	15	9	70	49	131	31	39	31	54	33	149	13	14	21	17	3	598	15	13	8	139
k__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	37	0	0	0	0	0	2	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Salinicoccaceae;g__Salinicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0
