	SEQ.1	SEQ.2	SEQ.3	SEQ.4	SEQ.5	SEQ.6	SEQ.7	SEQ.8	SEQ.9	SEQ.10	SEQ.11	SEQ.12	SEQ.13	SEQ.14	SEQ.15	SEQ.16	SEQ.17	SEQ.18	SEQ.19	SEQ.20	SEQ.21	SEQ.22	SEQ.23	SEQ.24	SEQ.25	SEQ.26	SEQ.27	SEQ.28	SEQ.29	SEQ.30	SEQ.31	SEQ.32	SEQ.33	SEQ.34	SEQ.35	SEQ.36	SEQ.37	SEQ.38	SEQ.39	SEQ.40	SEQ.41	SEQ.42	SEQ.43	SEQ.44	SEQ.45	SEQ.46	SEQ.47	SEQ.48	SEQ.49	SEQ.50	SEQ.51	SEQ.52	SEQ.53	SEQ.54	SEQ.55	SEQ.56	SEQ.57	SEQ.58	SEQ.59	SEQ.60	SEQ.61	SEQ.62	SEQ.63	SEQ.64	SEQ.65	SEQ.66	SEQ.67	SEQ.68	SEQ.69	SEQ.70
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__CAG-462	3	0	0	5	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	184	0	0	0	265	0	0	0	0	69	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2193	3	0	0	0	4	0	0	2	0	0	2	5	0	6	9	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Other	12487	346	19008	19705	14208	20785	9778	10588	14621	18622	1006	151	4116	194	941	926	356	6438	6753	11114	8306	14481	1571	6965	4896	4362	2404	577	4604	998	1422	22750	6989	9133	40	10	11	20	244	205	78	13	136	248	1	124	395	91	14400	3851	10068	1062	8539	1684	8629	1973	1295	1458	816	3295	9474	763	242	11604	14888	186	2661	3231	21804	778
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella	47	0	35514	74	57	165	53	15	98	2254	1	0	31	0	121	3922	0	3	49	116	6	16	0	2902	42	40	922	0	2274	129	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	42	207	5	52	72	40	2	11	1131	3	37	11	0	0	45	9	104	27	2	281	7
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola	164897	686	143526	87258	141935	211088	90668	28878	132820	114615	5929	201	7092	248	1503	4236	422	12339	49010	25185	52080	32846	15208	56273	43864	51352	17714	763	11185	7656	2935	163947	151	3307	111	157	53	47	344	788	207	57	191	446	8	497	764	127	128994	34620	45697	9103	33492	2777	117326	26655	10963	8271	7917	53031	119148	7805	656	7726	39989	2812	9434	19668	313162	2513
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	1274	20	138277	97910	2260	1390	27451	110803	1176	104230	10093	0	79004	126	19952	155	233	86400	317	223145	724	293642	183	33640	631	14015	7486	630	69099	807	0	80	40587	289319	10	0	0	0	45	42	0	0	92	77	0	0	23	0	24895	530	818	279	85599	93	335	250	171	3848	449	46	395	39	0	215564	297300	1	2704	17497	3585	29
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia	1133	182	18040	126755	1044	1319	52398	39466	102605	18236	311	24	9262	95	3526	180	263	44622	57404	25262	70231	50587	229	8679	12219	250	10283	1776	20304	2743	84	0	651	5570	66	17	38	12	29	23	79	16	48	127	7	7	80	5	7866	3969	4914	11386	17082	36	3309	6420	2535	9926	1026	200	19606	73	199	15214	51063	183	28238	64102	631	1862
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	0	0	14	9	17	0	0	0	1	8	4	0	0	0	0	0	0	0	7	84	4	0	0	0	6	5	0	0	13	0	0	17617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	8	48	2	0	0	42	0	0	0	0	0	0	14	0	0	0	19	29
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter	7	0	9	13	0	0	0	0	12	4	0	0	0	0	0	0	0	0	10	11	5	0	0	9	0	0	0	0	6	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	46	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas	167	0	545	274	1237	0	0	3	29	48	0	0	0	0	0	0	0	0	7	3	64	19	0	31	0	0	0	0	0	0	0	12662	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	285	82	12	177	0	0	0	0	11	53	0	32	7	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Gabonibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	19	0	59	0	0	215	0	264	180	205	65	0	26	0	0	0	0	121	132	38	108	155	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	65	344	0	27	0	320	0	37	13	0	0	116	0	0	45	88	0	33	77	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Amulumruptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279	15	0	1819	2026	219	18	869	2224	141	2306	411	0	874	0	405	0	3	478	2477	4272	102	2173	8	371	35	217	165	7	2262	17	0	0	179	3840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	804	161	26	3597	43	4	0	21	941	59	7	235	5	0	4518	3987	2	140	334	44	224
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Other	0	0	3	8	19	0	0	1	0	1	0	0	0	0	0	0	0	0	12	2	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	19
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Other;g__Other	1926	0	3435	4487	1924	2207	2064	3559	2335	5840	593	137	1846	0	596	52	4	1145	1444	4765	1942	4934	164	1565	762	1341	365	15	1979	76	3	32019	2382	5321	0	0	0	0	0	4	0	0	3	69	0	81	84	14	1839	535	1243	185	3051	647	1368	172	193	310	263	1604	2700	71	0	5202	5350	16	412	449	2191	1299
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	29	0	0	1	0	0	0	26	7	10	0	0	0	0	0	0	0	0	6	344	2	1	0	0	0	0	0	0	275	0	0	120321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	18	9	0	0	0	0	23	0	0	0	0	59	19	0	0	0	0	15
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	89	0	431	71	53	63	56	11	80	4286	137	0	0	0	38	0	58	0	51	804	18	24	0	11	18	1522	20	0	285	0	0	11584	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1205	7	22	494	628	50	249	0	0	1394	451	55	6562	0	0	1333	44	0	24	0	150	8028
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9	0	0	440	104	0	5	0	15	0	137	23	0	45	0	13	0	0	211	0	23	0	185	0	7	0	0	2	0	79	0	0	0	0	2648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1779	0	0	0	2	0	2	0	4	0	0	347	142	0	0	0	11	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Other;f__Other;g__Other	24	0	63	82	31	40	28	37	52	52	7	1	18	0	3	4	0	46	17	56	19	93	2	26	13	8	6	0	22	5	1	68	43	47	0	0	0	0	0	0	0	0	0	0	0	0	2	0	32	6	18	2	28	12	13	4	4	8	3	11	29	1	0	22	66	0	9	19	35	5
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D	0	30320	586	2	4387	44	0	2638	623	1	0	0	0	2	0	0	2	98	0	623	148	0	0	6757	0	0	0	0	0	0	825	0	0	2057	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	38	0	72	120	0	0	0	0	765	0	0	61	0	0	280	0	425	3139	1	2405	0
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Other	0	61	1	0	7	0	1	14	0	0	0	1	0	2	0	2	0	0	0	1	0	0	0	11	5	2	1	2	0	2	6	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	1	0	0	1	0	0	1	0	2	2	0	0	1	0	0	0	5	2	1	4	4	0	3	0
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A	0	2	16	27	129	1	2	5	562	1	0	0	2	0	0	4	1	0	0	60	36	2	111	194	18	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	276	1586	0	0	0	0	0	115	0	138	0	1	0	0	227	16	0	0	14
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B	28	43	1884	2257	120	248	2285	368	0	0	0	0	0	0	0	0	0	0	0	14444	599	137	0	20	40	0	0	0	0	11	2478	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	3886	1768	0	0	0	0	66	537	0	0	0	1058	0	0	14808	1446	0	0	0
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C	166	6	122	46	16	83	1	48	9	0	0	0	0	0	0	0	2	0	0	66	86	0	0	393	57	0	1	0	0	0	2730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2303	1418	0	0	0	0	0	120	0	2	0	0	0	0	722	147	0	0	0
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D	0	87	0	0	733	0	0	9	6	0	0	0	0	0	0	0	0	0	0	6	18	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	37	0	0	0	0	0	0	0	0	0	0	0	0	40	10	0	14	0
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Other	12	20	23	43	38	41	18	66	25	0	1	0	1	0	0	1	0	0	0	136	93	6	8	84	4	0	1	0	0	4	148	0	8	7	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	44	0	255	509	0	0	0	0	4	14	0	14	0	6	0	0	261	16	0	1	0
k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Other;g__Other	0	341	22	9	8	1	2	16	10	0	0	0	0	0	0	0	0	1	0	43	14	1	2	23	2	0	0	0	0	0	17	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	38	54	0	0	0	0	2	1	0	1	0	2	1	0	33	53	0	36	0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	33514
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
k__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__[Anaeroplasmataceae_Juniper_p2_metabat2_high_PE.004.contigs]	0	1683	874	0	0	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	119	0	0	46	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	938	0	0	39	0	29	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__[Anaeroplasmataceae_SAMEA103957793_metabat2_high_PE.005.contigs]	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2177	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	300	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A	0	5	0	0	0	0	0	0	0	0	0	0	2	0	2	1	2	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	5	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	10	0	0	0	0	0	26	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Kurthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Planococcus	0	0	0	0	0	0	0	0	55	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	18	0	0	33	0	45	0	0	0	0	0	0	0	0	51	49	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Caldibacillaceae;g__Bacillus_J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	995	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Halobacillaceae;g__Pontibacillus	0	0	40	0	32	57	0	0	9	25	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Bacillaceae_D;g__Bacillus_H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Bacillaceae_F;g__Bacillus_AO	0	0	32	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Beduini	1	0	1	0	2	6	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	3	55	0	3	2	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	3	0	0	23	0	18	2	0	2	0	0	0	17	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium	2905	289	2895	15277	197	20	259	2270	11	129	5163	28	4116	2313	27969	4373	17881	989	111	9812	5242	556	22787	191	268	266	1584	19058	2947	3596	0	40	8	12797	1765	0	64	2	2050	23	17	0	74	2683	0	1636	53	63	16025	528	75	18	1008	19	75	1889	1833	5583	24309	56	15616	48	108	6634	1019	125	6	245	349	16
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Coprobacillus	0	11	0	0	7	0	0	0	0	9	5	0	0	0	0	0	2	0	1	0	0	0	0	0	5	6	2	2	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	39	12	7	1	25	0	0	5	13	8	7	6	4	4	13	0	3	0	0	0	0	6	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium	47	2063	75	164	136	1275	0	0	1607	1565	0	0	323	2360	220	893	0	296	7	291	135	2	290	0	7725	2059	763	2411	261	4039	0	0	68	58	0	0	0	0	1460	73	0	347	1575	0	0	14870	2838	903	163	438	1150	5459	633	0	9085	2373	99	1407	0	8349	1	2671	2715	99	29	81	893	1	2638	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus	4	5	502	3	5	0	0	0	0	3	0	0	694	8	0	5	0	2123	1	747	0	0	0	1	23	0	0	5	2141	10	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	439	0	12	9022	4	1808	1	15	0	6	15	8	2	1	13	5	0	23
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Kandleria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	9	0	10	0	0	3	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Massiliomicrobiota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Other	703	1001	29	71	39	54	5	41	474	31	13	0	79	5834	199	465	28	98	244	36	21	16	93	233	327	10	819	397	420	79	12	2	0	44	13	1	0	15	9	290	1	1	5	0	0	103	17	4	107	2687	5	27	698	2791	91	215	1382	145	101	124	69	106	60	33	9	4	1297	21	19	6
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Stoquefichus	3	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	1	1	0	0	4	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__[Erysipelatoclostridiaceae_Garnier_p1_maxbin2_low_prob.015.contigs]	91	88	18	0	53	101	0	11	80	103	0	0	14	710	0	152	0	0	18	0	42	0	12	65	968	0	96	60	53	96	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	65	350	0	0	98	265	378	29	151	27	0	3	0	424	0	0	0	0	131	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__[Erysipelatoclostridiaceae_Snoopy_p2_metabat2_low_PE.005.contigs]	504	793	0	0	27	9	0	24	381	0	0	0	47	5177	0	272	0	0	178	0	0	0	16	177	30	0	633	221	260	5	0	0	0	0	0	0	0	11	0	231	0	0	0	0	0	0	0	0	56	1731	0	0	474	2106	0	58	1081	59	0	0	0	16	37	0	0	0	1011	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	4160	13	2077	1356	13	0	3952	9741	5509	0	0	0	17516	0	6168	13260	0	2720	12425	3183	0	2454	47186	36726	9557	11	14553	27008	9357	48	30	0	6767	1024	0	0	0	0	11910	6133	0	0	0	0	0	0	0	0	3142	2844	12	18	8300	0	0	15323	31294	7509	542	9671	254	0	0	11936	0	0	10726	2314	0	5763
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus	940	2400	73	78	724	1317	85	348	403	1614	360	0	28	1133	43	966	131	23	123	88	598	32	224	69	147	589	148	63	76	131	0	640	0	32	0	0	7	33	556	871	0	0	279	859	0	6031	41	45	841	2050	1642	1071	154	23	1993	90	37	33	230	71	732	0	387	9	227	0	131	92	49	88
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium	1753	19572	100	20	810	3413	0	370	2132	7207	3760	0	0	3033	0	4247	0	0	10	0	9096	0	347	96	3964	3730	0	2091	0	6145	0	0	637	0	109	0	1145	144	0	0	0	74	0	289	0	0	153	0	147	1059	0	392	0	0	3438	59	734	0	37	3397	0	0	43810	0	899	0	258	0	9187	0
